parishName,lat,lon,has24HourAdoration,activityName,dayOfWeek,hourOfDay,minute,duration
"St. Vincent de Paul, Akron",41.087309,-81.522865,FALSE,mass,4,6,8,60
"St. Vincent de Paul, Akron",41.087309,-81.522865,FALSE,mass,5,6,8,60
"St. Vincent de Paul, Akron",41.087309,-81.522865,FALSE,confession,6,15,30,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,mass,6,17,0,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,mass,0,9,0,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,mass,1,8,0,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,mass,3,8,0,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,mass,5,8,0,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,confession,6,15,30,60
"St. Vincent de Paul, Cleveland",41.457458,-81.784085,FALSE,adoration,6,15,30,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,6,16,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,0,8,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,0,10,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,0,12,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,1,7,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,2,7,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,3,7,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,4,7,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,mass,5,7,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,confession,6,11,0,60
"St. Vincent de Paul, Elyria",41.417155,-82.121377,FALSE,adoration,2,8,0,540
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,6,16,0,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,0,9,0,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,0,10,30,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,1,17,0,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,2,17,0,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,3,17,0,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,4,17,0,60
"St. Vitus, Cleveland",41.522752,-81.648935,FALSE,mass,5,17,0,60
"St. Wendelin, Cleveland",41.481842,-81.699739,FALSE,mass,6,16,30,60
"St. Wendelin, Cleveland",41.481842,-81.699739,FALSE,mass,0,10,0,60
"St. Wendelin, Cleveland",41.481842,-81.699739,FALSE,mass,1,11,0,60
"St. Wendelin, Cleveland",41.481842,-81.699739,FALSE,mass,5,10,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,6,16,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,0,9,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,0,11,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,1,8,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,2,8,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,3,8,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,4,8,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,mass,5,8,0,60
"Ss. Cosmas and Damian, Twinsburg",41.32557,-81.457288,TRUE,confession,6,15,0,30
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,6,16,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,0,8,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,0,11,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,1,9,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,2,9,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,3,9,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,4,9,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,mass,5,9,0,60
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,confession,6,15,0,30
"Ss. Peter and Paul, Doylestown",40.970462,-81.699628,FALSE,adoration,4,8,0,450
"Ss. Peter and Paul, Garfield Heights",41.430507,-81.616858,FALSE,mass,6,16,0,60
"Ss. Peter and Paul, Garfield Heights",41.430507,-81.616858,FALSE,mass,0,8,0,60
"Ss. Peter and Paul, Garfield Heights",41.430507,-81.616858,FALSE,mass,3,8,0,60
"Ss. Peter and Paul, Garfield Heights",41.430507,-81.616858,FALSE,mass,5,8,0,60
"Ss. Peter and Paul, Garfield Heights",41.430507,-81.616858,FALSE,confession,6,15,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,6,8,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,6,16,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,0,9,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,0,11,30,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,0,18,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,1,11,30,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,2,8,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,3,11,30,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,4,8,0,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,mass,5,11,30,60
"Ss. Robert and William, Euclid",41.617024,-81.50243,FALSE,confession,6,14,30,30
"Transfiguration, Lakewood",41.477164,-81.77678,FALSE,mass,6,16,0,60
"Transfiguration, Lakewood",41.477164,-81.77678,FALSE,mass,0,9,0,60
"Transfiguration, Lakewood",41.477164,-81.77678,FALSE,mass,1,8,0,60
"Transfiguration, Lakewood",41.477164,-81.77678,FALSE,mass,3,8,0,60
"Transfiguration, Lakewood",41.477164,-81.77678,FALSE,mass,5,8,0,60
"Transfiguration, Lakewood",41.477164,-81.77678,FALSE,confession,6,15,15,30
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,6,8,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,6,16,30,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,0,8,5,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,0,11,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,1,8,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,2,8,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,3,8,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,4,8,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,mass,5,8,0,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,confession,6,15,15,60
"Queen of Heaven, Uniontown",40.946823,-81.469451,TRUE,confession,5,9,0,60
